rigbi,6067f3d5-a681-394d-bbff-cd246569952b
jaquers,b7ff60c2-db8c-36fd-ad66-536f8e34b584
jampire2,72410447-d55f-367f-bcbe-d2e57f099e18
jampire3,76b57905-3434-3a98-b9ca-8a3f443ac3de
chocobo,25adcd4a-8dfa-38cd-9216-13be410dc00a
perqe,4fb10fad-656a-3ab9-8ec0-f5194001c31d
mrkamen,e7a3e510-db25-3bc3-9687-c5d4064545ee
jampire,e26381b7-42cb-35b3-8725-edd37024d6c5
addenko,dee0d227-6010-3fa3-9c79-333874b28e81
